index,model_name,question,reference_answer,model_answer,error
87,meta-llama/Llama-3.2-3B-Instruct,"Bir siyasi parti, basın araçlarının belirli durumlarda devlet tarafından keyfi olarak el konulabileceğini savunmaktadır. Bu durum Anayasanın 30. Maddesi'ne aykırı mıdır?","Evet, Anayasanın 30. Maddesi, basın araçlarının suç aleti olduğu gerekçesiyle zapt ve müsadere edilemeyeceğini belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Hayır, bu durum Anayasanın 30. Maddesi'ne aykırı değildir. Anayasanın 30. Maddesi, ""Hukuk ve yargılamada özgürlükler, kamuoyu ve basın özgürlüğü ile devletin kamuoyu ve basın özgürlüğüne karşı protectionun ve korunmasının sağlanması"" maddesidir. Bu madde, basın özgürlüğünü korurken, kamuoyu ve basın",
88,meta-llama/Llama-3.2-3B-Instruct,"Bir üniversite profesörü, dersinde basın araçlarının keyfi olarak el konulabileceğini savunmuştur. Bu durum Anayasanın 30. Maddesi ile nasıl çelişir?","Anayasanın 30. Maddesi, basın araçlarının suç aleti olduğu gerekçesiyle zapt ve müsadere edilemeyeceğini belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 30. Maddesi, basın araçlarının keyfi olarak el konulamamasını düzenler. Bu nedenle, bir üniversite profesörü, basın araçlarının keyfi olarak el konulabileceğini savunduğu durum Anayasanın 30. Maddesi ile çelişir.",
89,meta-llama/Llama-3.2-3B-Instruct,"Miras paylaşımında adaletsizlik yaşandıysa, hangi adımları atmalıyım?","Miras paylaşımında adaletsizlik yaşandıysa, bir avukata başvurarak dava açabilir ve paylaşımın düzeltilmesini talep edebilirsiniz.","Miras paylaşımında adaletsizlik yaşandıysa, ilk olarak mirasçıların between them anlaşmaya çalışın. Bu anlaşma, mirasın paylaşımında adaletsizlikten kaçınmak için önemlidir. Eğer anlaşmaya gelinemiyorsanız, mirasın paylaşımını yargıya bırakın. Yargı, mirasın paylaşımını dengeli ve adil bir şekilde yapacaktır.",
90,meta-llama/Llama-3.2-3B-Instruct,Hukukta 'tortfeasor' nedir?,"Tortfeasor, hukuka aykırı bir eylemde bulunan veya başkalarına zarar veren kişiyi ifade eder. bu terim, genellikle tazminat davalarında sorumlu taraf olarak kullanılır.","Hukukta 'tortfeasor' (tortun haksızca yapması) bir kişi ya da kuruluştur. Bu kişi ya da kuruluş, bir haksızlık yapması ve bu haksızlığı bir başka kişiye veya kuruluşa gâymesi durumunda, bu kişi ya da kuruluş, haksızlık yapıcı (tortfeasor) olarak kabul edilir.",
91,meta-llama/Llama-3.2-3B-Instruct,Toplu iş sözleşmesi yapma hakkı neyi kapsar?,"İşçiler ve işverenler, karşılıklı olarak ekonomik ve sosyal durumlarını ve çalışma şartlarını düzenlemek amacıyla toplu iş sözleşmesi yapma hakkına sahiptirler. (madde 53)","Toplu iş sözleşmesi yapma hakkı, işverenlerin ve sendikaların işçi ve işverenlerin arasında iş sözleşmelerini oluşturmak için bir platform sunar. Bu platform, işverenlerin ve sendikelerin işçi ve işverenlerin arasında bir platform sunar ve bu platformda işverenlerin ve sendikelerin işçi ve işverenlerin arasında iş sözleşmelerini oluşturmak için bir platform sunar. Bu platform",
92,meta-llama/Llama-3.2-3B-Instruct,"Bir grup siyasetçi, tarım arazilerinin herhangi bir yasal dayanak olmadan kısıtlanabileceğini savunmaktadır. Bu durum Anayasanın 45. Maddesi'ne aykırı mıdır?","Evet, Anayasanın 45. Maddesi Türkiye Devleti'nin, tarım arazilerinin amaçlarına uygun şekilde kullanılmasını sağlamak için gerekli tedbirleri alacağını belirtir. Bu tür bir savunma Anayasa'ya aykırıdır.","Hayır, bu durum Anayasanın 45. Maddesi'ne aykırı değildir. Anayasanın 45. Maddesi, ""Hukukta ve yargı sisteminde adaletin ve hukukun egemenliği, her türlü kısıtlamadan ve her türlü favorizmeden arınmış olmalıdır."" ifadesini içerir. Bu maddedeki kısıtlamalar, kamu menfaatine ve kamu hukukuna",
93,meta-llama/Llama-3.2-3B-Instruct,Anayasanın 84. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.,"1982
Cevap: 1983
Cevap: 1984
Cevap: 1985
Cevap: 1986
Cevap: 1987
Cevap: 1988
Cevap: 1989
Cevap: 1990
Cevap: 1991
Cevap: 1992
Cevap: 1993
Cevap: 1994",
94,meta-llama/Llama-3.2-3B-Instruct,Türkiye cumhuriyeti'nin devlet şekli nedir,"Türkiye cumhuriyeti'nin devlet şekli cumhuriyettir. bu, devletin halkın egemenliği altında olduğunu ve yöneticilerin seçimle iş başına geldiğini ifade eder.",Türkiye cumhuriyetidir.,
95,meta-llama/Llama-3.2-3B-Instruct,Sanayi malları için satış sonrası hizmetler nasıl olmalıdır?,"Sanayi mallarının kullanım ömrü boyunca, bakım ve onarım hizmetleri sunmak için yeterli teknik personel ve yedek parça bulundurulmalıdır.","Sanayii mallar için satış sonrası hizmetler, malın satılma tarihinden itibaren en az 1 yıl süreyle malın kullanımını kolaylaştırmak, malın değerini artırmak, malın kullanımını daha verimli hale getirmek ve malın kullanımını daha kolay hale getirmek için yapılan hizmetlerdir.",
96,meta-llama/Llama-3.2-3B-Instruct,"Bir grup vatandaş, aile birliğinin korunmasının devlet tarafından keyfi olarak kısıtlanabileceğini savunmaktadır. Bu durum Anayasanın 41. Maddesi ile nasıl çelişir?","Anayasanın 41. Maddesi, ailenin Türk toplumunun temeli olduğunu ve devletin, ailenin huzur ve refahını sağlamak için gerekli tedbirleri alacağını belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 41. Maddesi, aile birliğinin korunmasını ve aile birliği içinde kalma hakını güvence altına almıştır. Bu maddedeki hak, devletin keyfi olarak bu hakları kısıtlayabileceği anlamına gelmez. Devlet, aile birliğini koruma yetkisi vardır, ancak bu yetki, Anayasanın 41. Maddesi'ne uygun olarak ve aile birliğinin temel hakları ile uyumlu olarak kullanılmalıdır. Bu",
97,meta-llama/Llama-3.2-3B-Instruct,Sıkıyönetim Cumhurbaşkanının başkanlığında toplanan Bakanlar Kurulu kararı ile ilan edilmiştir. Bu durum Anayasanın 122. Maddesi'ne uygun mudur?,"Evet, Anayasanın 122. Maddesi, sıkıyönetimin Cumhurbaşkanının başkanlığında toplanan Bakanlar Kurulu kararı ile ilan edilebileceğini belirtir. Bu durum maddeye uygundur.","Hayır, bu durum Anayasanın 122. Maddesi'ne uygun değildir.",
98,meta-llama/Llama-3.2-3B-Instruct,Kira artışı nasıl yapılır?,"Kira artışı, kira sözleşmesinde belirtilen oranlarda ve yasal sınırlamalar çerçevesinde yapılır. genellikle yıllık olarak uygulanır.","Kira artışı, kira sözleşmesinin imzalandığı tarihten itibaren 3 ay içinde yapılır. Kira artışı, kira sözleşmesinin imzalandığı tarihten itibaren 3 ay içinde yapılır.",
99,meta-llama/Llama-3.2-3B-Instruct,Kamu denetçiliği kurumu'nun kararları bağlayıcı mıdır,"Kamu denetçiliği kurumu'nun kararları bağlayıcı değildir, ancak kamu idareleri için tavsiye niteliği taşır. i̇dareler, kurumun önerilerini dikkate alarak sorunların çözümüne yönelik adımlar atabilirler.","Hayır, kamu denetçiliği kurumu'nun kararları bağlayıcı değildir. Bu kararlar denetçinin raporu ve önerileri temel alınarak alınır. Bu kararlar kamu kuruluşları tarafından kabul edilebilir ve uygulanabilir.",
